Cell_1,Cell_2,Cell_3,Cell_4,Cell_5,Cell_6,Cell_7,Cell_8,Cell_9,Cell_10,Cell_11,Cell_12
1.3728650999255478,4,0,21
6.383019599947147,4,0,21
11.39292149990797,4,0,21
16.388624799903482,4,0,21
21.400015299906954,4,0,21
26.408168599940836,0,0,206
31.41735649993643,4,0,21
36.41535959998146,4,0,21
41.425990899908356,4,0,21
46.43553849996533,4,0,21
51.445545099908486,4,0,21
56.456652499968186,0,0,206
61.466824999894015,4,0,21
66.46139249997213,0,0,206
71.47177659999579,4,0,21
76.48038099997211,4,0,21
81.49190419993829,4,0,21
86.5012009999482,4,0,21
91.49599769990891,4,0,21
96.505864799954,4,0,21
101.5012089998927,4,0,21
106.51016009994783,12,0,21
111.52093269990291,12,0,21
116.53302879992407,14,0,21
121.54203769995365,14,0,21
126.55269929999486,14,0,21
131.56514069996774,14,0,21
136.57470629992895,30,0,21
141.5856616999954,14,0,21
146.59404429991264,30,0,21
151.6064050999703,14,0,21
156.5986734998878,14,0,21
161.60986389999744,14,0,21
166.62045509996824,30,0,21
171.6301568999188,14,0,21
176.64158129994757,0,0,206
181.6497504999861,0,0,206
186.6467758999206,0,0,206
191.65714349993505,0,0,206
196.66794499999378,0,0,206
201.67897329991683,0,0,206
206.6864924998954,0,0,206
211.68392909993418,0,0,206
216.69399699999485,0,0,206
221.70451219996903,0,0,206
226.71480759989936,62,0,21
231.7236168999225,62,0,21
236.72028209990822,62,0,21
241.73087400000077,62,0,21
246.74052259989548,62,0,21
251.7501740999287,62,0,21
256.7623116999166,4,0,21
261.77327879995573,0,0,206
266.78349689999595,14,0,21
271.79288189997897,46,0,21
276.8045251999283,62,0,21
281.81452359992545,46,0,21
286.8249048999278,62,0,21
291.8351868999889,62,0,21
296.8454808999086,62,0,21
301.8380928999977,62,0,21
306.85080069990363,62,0,21
311.8614467999432,62,0,21
316.87146619998384,62,0,21
321.88204149995,62,0,21
326.89303879998624,62,0,21
331.9032347999746,4,0,21
336.91347399994265,0,0,206
341.9231644999236,0,0,206
346.91858769999817,62,0,21
351.9291846998967,62,0,21
356.9387045999756,62,0,21
361.9490466999123,62,0,21
366.9606768999947,62,0,21
371.97064839990344,62,0,21
376.9814937999472,62,0,21
381.99118379992433,62,0,21
387.00208539993037,62,0,21
392.0108136999188,62,0,21
397.0231582999695,62,0,21
402.0326609999174,62,0,21
407.0434217998991,62,0,21
412.05262419988867,62,0,21
417.0483954999363,62,0,21
422.0586311999941,62,0,21
422.09325309994165,62,0,21
422.0949987999629,62,0,21
422.120508999913,62,0,21
422.1364767999621,62,0,21
422.15228769998066,62,0,21
422.16860999993514,62,0,21
422.18424349999987,62,0,21
422.20029569999315,62,0,21
422.2162539999699,62,0,21
422.23241399996914,62,0,21
422.24889249994885,62,0,21
422.2653563999338,62,0,21
422.30594549991656,62,0,21
422.3124308999395,62,0,21
422.3283613999374,62,0,21
422.34491439990234,62,0,21
422.36118899995927,62,0,21
422.378300899989,62,0,21
422.39494379993994,62,0,21
422.41053689992987,62,0,21
422.4260954998899,62,0,21
422.4422736999113,62,0,21
422.4593121999642,62,0,21
422.4761213999009,62,0,21
422.4920774999773,62,0,21
422.5215595999034,62,0,21
422.5378696999978,62,0,21
422.5533158999169,62,0,21
422.57018659997266,62,0,21
422.5860976999393,62,0,21
422.6019981999416,62,0,21
422.6179044999881,62,0,21
422.6338535998948,62,0,21
422.6503088999307,62,0,21
422.6680217999965,62,0,21
422.68281119992025,62,0,21
422.697911700001,62,0,21
422.72936439991463,62,0,21
422.7461544999387,62,0,21
422.7624307998922,62,0,21
422.7783803999191,62,0,21
422.7946827999549,62,0,21
422.81009809998795,62,0,21
422.8262504999293,62,0,21
422.84270229993854,62,0,21
422.85803099989425,62,0,21
422.8759796998929,62,0,21
422.89222819998395,62,0,21
422.9082036999753,62,0,21
422.93802169989794,62,0,21
422.9549738999922,62,0,21
422.9706070999382,62,0,21
422.98653879994527,62,0,21
423.002532399958,62,0,21
423.01849879999645,62,0,21
423.0340493998956,62,0,21
423.050444399938,62,0,21
423.0662330999039,62,0,21
423.11411619989667,62,0,21
423.11899509991053,62,0,21
423.12163869990036,62,0,21
423.1452101999894,62,0,21
423.16146969993133,62,0,21
423.17795929999556,62,0,21
423.19439929991495,62,0,21
423.2099904998904,62,0,21
423.22591249994,62,0,21
423.24116979993414,62,0,21
423.2577472999692,62,0,21
423.2734188999748,62,0,21
423.29009359993506,62,0,21
423.3074408998946,62,0,21
423.3240668999497,62,0,21
423.3542239998933,62,0,21
423.3705928999698,62,0,21
423.38637219998054,62,0,21
423.4023548999103,62,0,21
423.41833159991074,62,0,21
423.4344736998901,62,0,21
423.4505099999951,62,0,21
423.4665567999473,62,0,21
423.48254099988844,62,0,21
423.50137269997504,62,0,21
423.5174368999433,62,0,21
423.54471139993984,62,0,21
423.5630174999824,62,0,21
423.5800358999986,62,0,21
423.59472959989216,62,0,21
423.6110266998876,62,0,21
423.62637879990507,62,0,21
423.6423844998935,62,0,21
423.6585688999621,62,0,21
423.6742955999216,62,0,21
423.68951019993983,62,0,21
423.70599259994924,62,0,21
423.7223474999191,62,0,21
423.7522831999231,62,0,21
423.77015899994876,62,0,21
423.786770699895,62,0,21
423.80291659990326,62,0,21
423.8184954999015,62,0,21
423.8344138999237,62,0,21
423.8508020999143,62,0,21
423.8680979999481,62,0,21
423.88218570000026,62,0,21
423.8977174999891,62,0,21
423.9166049999185,62,0,21
423.9328094999073,62,0,21
423.9602882999461,62,0,21
423.9788019999396,62,0,21
423.9948512999108,62,0,21
424.0113352999324,62,0,21
424.02742999990005,62,0,21
424.0427565999562,62,0,21
424.05881429999135,62,0,21
424.07438779994845,62,0,21
424.09107979992405,62,0,21
424.1076622999972,62,0,21
424.12461869989056,62,0,21
424.14064299990423,62,0,21
424.1703691999428,62,0,21
424.1879196999362,62,0,21
424.20273939997423,62,0,21
424.21758149995003,62,0,21
424.23412469995674,62,0,21
424.2511122999713,62,0,21
424.2669139999198,62,0,21
424.28339929995127,62,0,21
424.2990471998928,62,0,21
